pickup_datetime,dropoff_datetime,passenger_count,trip_distance
2023-01-11 17:29:36,2023-01-01 17:41:12,1,1.70
2023-01-11 17:49:56,2023-01-01 18:04:08,3,2.90
2023-01-11 17:50:33,2023-01-01 17:52:39,1,0.00
2023-01-11 17:07:08,2023-01-01 17:25:35,6,7.72
2023-01-11 17:34:59,2023-01-01 18:01:14,1,6.89
2023-01-11 17:09:36,2023-01-01 17:15:12,1,1.48
2023-01-11 18:01:19,2023-01-01 18:16:28,1,2.62
2023-01-11 17:31:36,2023-01-01 17:47:13,1,3.03
2023-01-11 17:40:34,2023-01-01 17:56:57,1,3.14
2023-01-11 17:52:21,2023-01-01 18:04:50,1,2.77
2023-01-11 17:14:19,2023-01-01 17:20:52,1,1.06
2023-01-11 17:28:45,2023-01-01 17:38:43,1,1.48
2023-01-11 17:49:32,2023-01-01 18:25:03,1,4.96
2023-01-11 17:02:27,2023-01-01 17:13:45,2,2.43
2023-01-11 17:27:45,2023-01-01 17:39:25,2,2.19
2023-01-11 17:19:23,2023-01-01 17:32:12,1,3.24
2023-01-11 17:36:02,2023-01-01 17:46:58,1,1.90
2023-01-11 17:42:53,2023-01-01 18:15:28,1,3.68
2023-01-11 17:15:44,2023-01-01 17:24:17,1,1.58
2023-01-11 17:47:09,2023-01-01 17:52:00,1,0.67
2023-01-11 17:45:27,2023-01-01 18:01:35,1,2.76
2023-01-11 17:08:01,2023-01-01 17:18:18,1,2.80
2023-01-11 17:33:58,2023-01-01 18:14:20,2,2.02
2023-01-11 17:57:19,2023-01-01 18:12:42,1,2.26
2023-01-11 17:06:29,2023-01-01 17:16:21,1,1.68
2023-01-11 17:20:23,2023-01-01 17:30:28,6,2.05
2023-01-11 17:20:46,2023-01-01 17:36:09,1,3.06
2023-01-11 17:00:02,2023-01-01 17:03:59,1,0.57
2023-01-11 17:11:36,2023-01-01 17:22:54,1,3.94
2023-01-11 17:24:52,2023-01-01 17:25:12,1,0.00
2023-01-11 17:00:59,2023-01-01 17:13:50,1,2.23
2023-01-11 17:41:46,2023-01-01 18:37:25,1,3.27
2023-01-11 17:33:22,2023-01-01 17:39:26,1,0.71
2023-01-11 17:43:18,2023-01-01 17:54:08,1,1.56
2023-01-11 17:46:56,2023-01-01 17:51:49,1,0.78
2023-01-11 17:45:45,2023-01-01 17:56:34,1,1.62
2023-01-11 17:13:29,2023-01-01 17:24:47,1,2.61
2023-01-11 17:10:28,2023-01-01 17:33:18,1,4.45
2023-01-13 17:06:52,2023-01-01 17:23:39,3,4.75
2023-01-13 17:03:22,2023-01-01 17:17:58,1,4.50
2023-01-13 17:11:52,2023-01-01 17:15:01,1,0.93
2023-01-13 17:10:49,2023-01-01 17:21:13,1,2.00
2023-01-13 17:20:29,2023-01-01 17:21:33,1,0.01
2023-01-13 17:26:07,2023-01-01 17:29:20,1,0.75
2023-01-13 17:33:50,2023-01-01 17:55:52,1,2.79
2023-01-13 16:59:35,2023-01-01 17:18:21,1,4.38
2023-01-13 17:29:57,2023-01-01 17:42:56,1,2.35
2023-01-13 16:58:22,2023-01-01 17:11:42,1,2.65
2023-01-13 17:31:43,2023-01-01 17:45:05,1,2.37
2023-01-13 17:32:35,2023-01-01 17:51:37,1,3.90
2023-01-13 17:54:56,2023-01-01 18:11:01,1,7.52
2023-01-13 16:59:33,2023-01-01 17:17:28,1,3.65
2023-01-13 17:32:53,2023-01-01 17:40:09,1,1.26
2023-01-13 17:01:15,2023-01-01 17:14:21,2,2.20
2023-01-13 17:05:42,2023-01-01 17:27:44,1,3.88
2023-01-13 17:05:19,2023-01-01 17:19:00,1,2.98
2023-01-13 17:33:13,2023-01-01 17:40:41,1,1.44
2023-01-13 17:47:38,2023-01-01 17:52:12,1,0.54
2023-01-13 17:20:08,2023-01-01 17:33:18,1,0.64
2023-01-13 17:28:45,2023-01-01 17:41:46,1,2.29
2023-01-13 17:30:04,2023-01-01 17:43:09,1,3.02
2023-01-13 17:51:15,2023-01-01 18:19:22,1,15.50
2023-01-13 17:21:18,2023-01-01 17:34:34,6,1.89
2023-01-13 17:10:55,2023-01-01 17:47:57,1,0.00
2023-01-13 17:07:05,2023-01-01 17:49:39,1,4.23
2023-01-13 17:31:40,2023-01-01 17:43:31,1,2.30
2023-01-13 17:27:25,2023-01-01 17:41:12,1,2.92
2023-01-13 16:51:37,2023-01-01 17:07:49,1,2.93
2023-01-13 18:29:09,2023-01-01 18:51:59,1,7.04
2023-01-13 18:48:51,2023-01-01 19:36:48,5,12.46
2023-01-13 18:03:01,2023-01-01 18:06:59,1,1.46
2023-01-13 18:34:29,2023-01-01 18:44:55,1,2.63
2023-01-13 18:57:38,2023-01-01 19:01:46,1,0.87
2023-01-13 18:44:46,2023-01-01 18:55:18,1,5.76
2023-01-13 18:14:24,2023-01-01 18:35:54,1,6.50
2023-01-13 18:06:38,2023-01-01 18:25:15,1,3.41
2023-01-13 18:50:58,2023-01-01 18:56:55,1,1.42
2023-01-13 18:32:46,2023-01-01 18:41:25,1,2.20
2023-01-13 18:06:35,2023-01-01 18:20:15,1,3.38
2023-01-13 18:59:01,2023-01-01 19:11:18,1,2.12
2023-01-13 18:22:19,2023-01-01 18:26:49,6,1.45
2023-01-13 18:33:15,2023-01-01 18:45:27,1,3.76
2023-01-13 19:02:22,2023-01-01 19:13:15,1,2.72
2023-01-13 18:54:45,2023-01-01 19:04:30,1,1.47
2023-01-13 18:37:30,2023-01-01 18:43:58,2,1.09
2023-01-13 18:42:05,2023-01-01 18:56:25,2,2.66
2023-01-13 18:01:50,2023-01-01 18:15:33,1,2.86
2023-01-13 18:40:38,2023-01-01 18:46:01,1,0.86
2023-01-13 18:10:09,2023-01-01 18:25:41,1,2.48
2023-01-13 18:53:42,2023-01-01 19:09:53,2,3.42
2023-01-13 18:21:53,2023-01-01 18:29:11,1,0.93
2023-01-13 18:56:58,2023-01-01 19:06:10,1,0.87
2023-01-03 18:37:21,2023-01-01 18:40:59,1,0.73
2023-01-03 18:07:52,2023-01-01 18:35:38,4,7.50
2023-01-03 18:07:45,2023-01-01 18:15:04,1,1.24
2023-01-03 18:45:14,2023-01-01 18:50:31,1,0.70
2023-01-03 18:38:29,2023-01-01 18:44:51,1,1.46
2023-01-03 18:38:17,2023-01-01 18:48:09,1,1.65
2023-01-03 18:58:39,2023-01-01 19:30:50,4,5.93
2023-01-03 18:42:54,2023-01-01 18:54:17,1,1.59
2023-01-03 18:50:53,2023-01-01 18:59:01,1,1.30
2023-01-03 18:52:54,2023-01-01 18:55:10,1,0.22
2023-01-03 17:05:32,2023-01-02 16:25:43,1,3.08
2023-01-03 18:33:35,2023-01-02 00:00:00,1,1.10
2023-01-03 18:17:57,2023-01-01 18:30:56,1,2.66
2023-01-03 18:33:22,2023-01-01 18:41:20,1,1.59
2023-01-03 18:34:07,2023-01-01 18:42:56,1,1.10
2023-01-03 18:16:41,2023-01-01 18:22:44,1,0.77
2023-01-03 18:02:33,2023-01-01 18:27:18,1,3.12
2023-01-03 18:38:08,2023-01-01 19:08:28,1,3.79
2023-01-03 18:02:44,2023-01-01 18:11:30,1,1.72
2023-01-03 18:21:44,2023-01-01 18:37:03,1,2.73
2023-01-03 18:40:08,2023-01-01 19:11:10,1,0.00
2023-01-03 18:30:50,2023-01-01 18:41:56,1,1.31
2023-01-03 18:06:42,2023-01-01 18:18:06,1,2.54
2023-01-03 18:21:16,2023-01-01 18:32:21,1,0.00
2023-01-03 18:42:55,2023-01-01 18:53:59,1,1.72
2023-01-03 18:41:04,2023-01-01 18:46:57,1,1.03
2023-01-03 18:38:43,2023-01-01 18:47:22,1,2.18
2023-01-03 18:39:07,2023-01-01 18:52:12,1,2.92
2023-01-03 18:32:01,2023-01-01 18:38:48,1,1.40
2023-01-03 18:39:24,2023-01-01 18:53:26,4,3.01
2023-01-03 18:13:08,2023-01-01 18:28:31,5,2.98
2023-01-03 18:25:33,2023-01-01 18:48:49,2,5.50
2023-01-03 18:05:14,2023-01-01 18:10:08,1,0.77
2023-01-03 18:48:26,2023-01-01 18:53:22,1,1.63
2023-01-03 18:41:09,2023-01-01 18:45:51,1,1.39
2023-01-03 18:21:36,2023-01-01 18:26:50,1,2.06
2023-01-03 18:37:07,2023-01-01 18:46:09,1,1.72
